Simbolo,Descrizione,Prezzo,Prezzo - Valuta,Settore,Capitalizzazione di mercato,Capitalizzazione di mercato - Valuta,Borsa del mercato
OLPX,"Olaplex Holdings, Inc.",1.65,USD,Servizi di distribuzione,1101394622.0000002,USD,
FSUN,FirstSun Capital Bancorp,39.48,USD,Finanza,1100992117.0000002,USD,
CMPX,"Compass Therapeutics, Inc.",6.17,USD,Tecnologia sanitaria,1097409210,USD,
XERS,"Xeris Biopharma Holdings, Inc.",6.61,USD,Tecnologia sanitaria,1096759552,USD,
SNCY,"Sun Country Airlines Holdings, Inc.",20.48,USD,Trasporti,1094735521.9999998,USD,
CRAI,"CRA International, Inc.",166.6,USD,Servizi commerciali,1093272899.0000002,USD,
TROX,Tronox Holdings Plc,6.85,USD,Industrie di trasformazione,1086083393,USD,
OSBC,"Old Second Bancorp, Inc.",20.57,USD,Finanza,1083405917,USD,
ORIC,"Oric Pharmaceuticals, Inc.",11.11,USD,Tecnologia sanitaria,1081994892,USD,
EVEX,"Eve Holding, Inc.",3.1,USD,Tecnologia elettronica,1079744214,USD,
PMT,PennyMac Mortgage Investment Trust,12.29,USD,Finanza,1069434029.9999999,USD,
CRML,Critical Metals Corp.,9.06,USD,Minerali non energetici,1068214915,USD,
SANA,"Sana Biotechnology, Inc.",4.01,USD,Tecnologia sanitaria,1068128200.0000001,USD,
EPC,Edgewell Personal Care Co.,22.72,USD,Beni di consumo non durevoli,1061401259.0000001,USD,
PXED,"Phoenix Education Partners, Inc.",29.58,USD,Servizi tecnologici,1057772848.9999999,USD,
METC,"Ramaco Resources, Inc. Class A",16.56,USD,Minerali energetici,1057311089.9999999,USD,
VSTS,Vestis Corporation,7.98,USD,Beni di consumo non durevoli,1052952575.9999999,USD,
FMBH,"First Mid Bancshares, Inc.",43.84,USD,Finanza,1051865082.0000001,USD,
PRSU,"Pursuit Attractions and Hospitality, Inc.",37.19,USD,Servizi al consumatore,1051854554.9999999,USD,
VIR,"Vir Biotechnology, Inc.",7.56,USD,Tecnologia sanitaria,1051785223,USD,
NAT,Nordic American Tankers Limited,4.93,USD,Trasporti,1043930697.9999999,USD,
CLOV,Clover Health Investments Corp. Class A,2.02,USD,Finanza,1043693396,USD,
CSR,Centerspace,62.14,USD,Finanza,1042357338.9999999,USD,
THRM,Gentherm Incorporated,34.11,USD,Filiera di fabbricazione,1041257720.9999999,USD,
ASIC,Ategrity Specialty Insurance Company Holdings,21.63,USD,Finanza,1039682184.9999999,USD,
GNK,Genco Shipping & Trading Ltd,23.96,USD,Trasporti,1037894689,USD,
NX,Quanex Building Products Corporation,22.55,USD,Filiera di fabbricazione,1035910891,USD,
PZZA,"Papa John's International, Inc.",31.59,USD,Servizi al consumatore,1035817575.9999999,USD,
UAMY,United States Antimony Corporation,7.39,USD,Minerali non energetici,1034863169,USD,
KOS,Kosmos Energy Ltd.,2.16,USD,Minerali energetici,1033186286.0000001,USD,
INR,"Infinity Natural Resources, Inc. Class A",16.95,USD,Minerali energetici,1031875824,USD,
AEHR,Aehr Test Systems,33.6,USD,Tecnologia elettronica,1029078651.9999999,USD,
AVO,"Mission Produce, Inc.",14.52,USD,Industrie di trasformazione,1028586254.9999999,USD,
MFA,"MFA Financial, Inc.",10.06,USD,Finanza,1028088801.0000001,USD,
TK,Teekay Corporation Ltd,12.02,USD,Trasporti,1024933752,USD,
BHRB,Burke Herbert Financial Services Corp,67.94,USD,Finanza,1021037984,USD,
SBGI,"Sinclair, Inc. Class A",14.6,USD,Servizi al consumatore,1017380400.0000001,USD,
GO,Grocery Outlet Holding Corp.,10.36,USD,Vendita al dettaglio,1016701668.0000001,USD,
FTRE,Fortrea Holdings Inc.,11,USD,Servizi commerciali,1016400017,USD,
PVLA,"Palvella Therapeutics, Inc.",85.66,USD,Tecnologia sanitaria,1013913831,USD,
COUR,Coursera Inc,6.03,USD,Servizi tecnologici,1012489260,USD,
ESRT,"Empire State Realty Trust, Inc. Class A",5.93,USD,Finanza,1009245810,USD,
PENG,Penguin Solutions Incorporation,19.12,USD,Tecnologia elettronica,1004950261,USD,
UVSP,Univest Financial Corporation,35.28,USD,Finanza,1004623146.0000001,USD,
MMI,"Marcus & Millichap, Inc.",25.76,USD,Finanza,1002646278.0000001,USD,
MSEX,Middlesex Water Company,54.13,USD,Utenze,1002592335.0000001,USD,
JBI,"Janus International Group, Inc.",7.21,USD,Filiera di fabbricazione,1000931094.0000001,USD,
PCRX,"Pacira Biosciences, Inc.",23.22,USD,Tecnologia sanitaria,998953966,USD,
CFFN,"Capitol Federal Financial, Inc.",7.68,USD,Finanza,997203259,USD,
PDM,Piedmont Realty Trust Inc Class A,7.98,USD,Finanza,996299276,USD,
TBPH,Theravance Biopharma Inc,19.66,USD,Tecnologia sanitaria,996219929,USD,
ASTH,Astrana Health Inc.,19.86,USD,Servizi sanitari,996090504,USD,
VRTS,"Virtus Investment Partners, Inc.",146.91,USD,Finanza,992289666,USD,
LQDT,"Liquidity Services, Inc.",31.845,USD,Vendita al dettaglio,987637041,USD,
SBSI,"Southside Bancshares, Inc.",32.83,USD,Finanza,987071030,USD,
URGN,UroGen Pharma Ltd.,21.07,USD,Tecnologia sanitaria,986263324.9999999,USD,
PLOW,"Douglas Dynamics, Inc.",42.79,USD,Filiera di fabbricazione,985919203.0000001,USD,
UFCS,"United Fire Group, Inc.",38.53,USD,Finanza,983067027.0000001,USD,
SMP,"Standard Motor Products, Inc.",44.65,USD,Beni di consumo durevoli,982263839,USD,
GPRE,Green Plains Inc.,14.02,USD,Industrie di trasformazione,979140629,USD,
CRCT,"Cricut, Inc. Class A",4.62,USD,Servizi di distribuzione,978262410.0000001,USD,
CMP,"Compass Minerals International, Inc.",23.27,USD,Industrie di trasformazione,974158396,USD,
FWRG,"First Watch Restaurant Group, Inc.",15.92,USD,Servizi al consumatore,971631108,USD,
JBSS,"John B. Sanfilippo & Son, Inc.",82.98,USD,Beni di consumo non durevoli,969771539.9999999,USD,
MCB,Metropolitan Bank Holding Corp.,94.11,USD,Finanza,969144996.9999999,USD,
CDNA,"CareDx, Inc.",18.8,USD,Tecnologia sanitaria,966933594,USD,
ACDC,ProFrac Holding Corp. Class A,5.31,USD,Servizi industriali,960425984,USD,
HFWA,Heritage Financial Corporation,28.27,USD,Finanza,959956984.9999999,USD,
PGY,Pagaya Technologies Ltd Class A,11.89,USD,Servizi tecnologici,955907729,USD,
IART,Integra LifeSciences Holdings Corporation,12.21,USD,Tecnologia sanitaria,951062698.9999999,USD,
AVBP,"ArriVent BioPharma, Inc.",22.99,USD,Tecnologia sanitaria,949058471.0000001,USD,
ACEL,"Accel Entertainment, Inc. Class A",11.4,USD,Servizi al consumatore,948570562,USD,
LINC,Lincoln Educational Services Corporation,29.99,USD,Servizi commerciali,948397591,USD,
AMPL,Amplitude Inc Class A,7.08,USD,Servizi tecnologici,947138051.0000001,USD,
NBBK,"NB Bancorp, Inc.",22.15,USD,Finanza,944762326,USD,
GSM,Ferroglobe PLC,5.03,USD,Minerali non energetici,938728163.9999999,USD,
ROOT,"Root, Inc. Class A",60.52,USD,Finanza,938224891,USD,
AMTB,Amerant Bancorp Inc. Class A,22.59,USD,Finanza,932189957.9999999,USD,
NBN,Northeast Bank,116.62,USD,Finanza,930358200,USD,
UTL,Unitil Corporation,51.71,USD,Utenze,929952288.9999999,USD,
MBWM,Mercantile Bank Corporation,54.12,USD,Finanza,929841572.0000001,USD,
HBNC,"Horizon Bancorp, Inc.",18.08,USD,Finanza,926011202.0000001,USD,
EEX,"Emerald Holding, Inc.",4.68,USD,Servizi commerciali,925738400,USD,
JBGS,JBG SMITH Properties,15.69,USD,Finanza,924956551,USD,
OPK,"OPKO Health, Inc.",1.2,USD,Servizi sanitari,921241516,USD,
ESQ,"Esquire Financial Holdings, Inc.",107.52,USD,Finanza,920961636,USD,
CPF,Central Pacific Financial Corp.,34.24,USD,Finanza,918574016,USD,
NAVI,Navient Corp,9.37,USD,Finanza,913637826.0000001,USD,
CCOI,Cogent Communications Holdings Inc,18.585,USD,Comunicazione,912916688,USD,
TDAY,"USA TODAY Co., Inc.",6.2,USD,Servizi al consumatore,912074218,USD,
HTLD,"Heartland Express, Inc.",11.76,USD,Trasporti,910783091,USD,
NPK,"National Presto Industries, Inc.",127,USD,Tecnologia elettronica,908296363.0000001,USD,
GHM,Graham Corporation,81.01,USD,Filiera di fabbricazione,897005981,USD,
PHAT,"Phathom Pharmaceuticals, Inc.",11.42,USD,Tecnologia sanitaria,894126357.9999999,USD,
HBT,"HBT Financial, Inc.",28.38,USD,Finanza,892037946,USD,
SPRY,"ARS Pharmaceuticals, Inc.",9,USD,Tecnologia sanitaria,889637488.9999999,USD,
PAR,PAR Technology Corporation,21.87,USD,Tecnologia elettronica,887725863,USD,
NABL,"N-able, Inc.",4.76,USD,Servizi tecnologici,886928962.9999999,USD,
EQBK,"Equity Bancshares, Inc. Class A",46.46,USD,Finanza,886290092.9999999,USD,
SENEA,Seneca Foods Corporation Class A,131.06,USD,Beni di consumo non durevoli,885208410,USD,
CCNE,CNB Financial Corporation,29.98,USD,Finanza,883697666,USD,
STAA,STAAR Surgical Company,17.76,USD,Tecnologia sanitaria,883417129.0000001,USD,
APOG,"Apogee Enterprises, Inc.",41.06,USD,Filiera di fabbricazione,883205338,USD,
EIG,"Employers Holdings, Inc.",39.18,USD,Finanza,880731341.0000001,USD,
VTS,"Vitesse Energy, Inc.",22.75,USD,Minerali energetici,879825163.9999999,USD,
NSP,"Insperity, Inc.",23.3,USD,Servizi commerciali,879072163,USD,
EVLV,"Evolv Technologies Holdings, Inc.",5.03,USD,Tecnologia elettronica,878326562,USD,
UVE,"Universal Insurance Holdings, Inc.",31.12,USD,Finanza,872881217,USD,
KRUS,"Kura Sushi USA, Inc. Class A",71.97,USD,Servizi al consumatore,871659368.9999999,USD,
FSBC,Five Star Bancorp,40.76,USD,Finanza,871291921,USD,
BJRI,"BJ's Restaurants, Inc.",41.2,USD,Servizi al consumatore,870752989,USD,
FWRD,Forward Air Corporation,27.82,USD,Trasporti,869325855,USD,
EVGO,"EVgo, Inc. Class A",2.8,USD,Vendita al dettaglio,862351655,USD,
ODC,Oil-Dri Corporation of America,63.69,USD,Industrie di trasformazione,860978077,USD,
ERII,"Energy Recovery, Inc.",16.24,USD,Filiera di fabbricazione,860266881,USD,
CLB,Core Laboratories Inc.,18.42,USD,Minerali energetici,857697554.9999999,USD,
HNRG,Hallador Energy Co,18.4,USD,Minerali energetici,857491262.9999999,USD,
RZLV,Rezolve AI PLC,2.15,USD,Servizi tecnologici,857479390.9999999,USD,
BIOA,"BioAge Labs, Inc.",20.51,USD,Tecnologia sanitaria,856343208.9999999,USD,
BFST,"Business First Bancshares, Inc.",28.88,USD,Finanza,855291855,USD,
OMER,Omeros Corporation,12.04,USD,Tecnologia sanitaria,853641527,USD,
BFS,"Saul Centers, Inc.",34.93,USD,Finanza,852722183,USD,
CSTL,"Castle Biosciences, Inc.",29.21,USD,Tecnologia sanitaria,852600666.0000001,USD,
ABX,"Abacus Global Management, Inc. Class A",8.72,USD,Finanza,852404907.9999999,USD,
SDGR,"Schrodinger, Inc.",11.53,USD,Servizi tecnologici,849354019,USD,
PRCH,"Porch Group, Inc.",8.05,USD,Finanza,848239413,USD,
BCAX,Bicara Therapeutics Inc.,15.48,USD,Tecnologia sanitaria,848024531,USD,
MYE,"Myers Industries, Inc.",22.58,USD,Filiera di fabbricazione,844670677,USD,
TRST,TrustCo Bank Corp NY,45.8,USD,Finanza,843820050,USD,
TDOC,"Teladoc Health, Inc.",4.74,USD,Servizi sanitari,841223894,USD,
DRUG,Bright Minds Biosciences Inc.,85.48,USD,Tecnologia sanitaria,836606487.3550246,USD,
MCBS,"MetroCity Bankshares, Inc.",29.03,USD,Finanza,836594722,USD,
AMWD,American Woodmark Corporation,57.38,USD,Filiera di fabbricazione,835978990,USD,
AIV,Apartment Investment and Management Company Class A,5.79,USD,Finanza,834197407,USD,
CAC,Camden National Corporation,49.19,USD,Finanza,832404178,USD,
ESPR,"Esperion Therapeutics, Inc.",3.48,USD,Tecnologia sanitaria,831940744,USD,
BBSI,"Barrett Business Services, Inc.",32.29,USD,Servizi commerciali,827419079,USD,
TALK,"Talkspace, Inc.",4.99,USD,Servizi sanitari,826624040,USD,
SCHL,Scholastic Corporation,32.44,USD,Servizi al consumatore,825328520,USD,
ATLC,Atlanticus Holdings Corp.,54.47,USD,Finanza,824759160,USD,
FOXF,Fox Factory Holding Corp.,19.72,USD,Filiera di fabbricazione,824322736.9999999,USD,
ABUS,Arbutus Biopharma Corporation,4.27,USD,Tecnologia sanitaria,821223563,USD,
MATW,Matthews International Corporation Class A,26.38,USD,Filiera di fabbricazione,821105953,USD,
HAFC,Hanmi Financial Corporation,27.39,USD,Finanza,820475841,USD,
HTBK,Heritage Commerce Corp,13.3,USD,Finanza,818742145,USD,
BOW,Bowhead Specialty Holdings Inc.,24.9,USD,Finanza,816296046.0000001,USD,
MEG,Montrose Environmental Group Inc,23.09,USD,Servizi industriali,815946791,USD,
XNCR,"Xencor, Inc.",11.41,USD,Tecnologia sanitaria,814793441,USD,
MPLT,"MapLight Therapeutics, Inc.",17.88,USD,Tecnologia sanitaria,811269766.9999999,USD,
ADTN,"ADTRAN Holdings, Inc.",10.07,USD,Tecnologia elettronica,806767992,USD,
CGEM,"Cullinan Therapeutics, Inc.",13.65,USD,Tecnologia sanitaria,806390921.0000001,USD,
EGBN,"Eagle Bancorp, Inc.",26.51,USD,Finanza,805141495,USD,
SWIM,Latham Group Inc,6.9,USD,Filiera di fabbricazione,804924872.0000001,USD,
KALV,"KalVista Pharmaceuticals, Inc.",15.83,USD,Tecnologia sanitaria,800147788,USD,
SCSC,"ScanSource, Inc.",37.24,USD,Servizi di distribuzione,799929567,USD,
BZH,"Beazer Homes USA, Inc.",27.1,USD,Beni di consumo durevoli,799634490.0000001,USD,
INDI,"indie Semiconductor, Inc. Class A",3.63,USD,Tecnologia elettronica,797265995.9999999,USD,
THFF,First Financial Corporation,67.03,USD,Finanza,794348660,USD,
APEI,"American Public Education, Inc.",43.85,USD,Servizi al consumatore,793028519.9999999,USD,
OPFI,"OppFi, Inc.",9.18,USD,Finanza,792808249,USD,
MRVI,"Maravai Lifesciences Holdings, Inc. Class A",3.1,USD,Tecnologia sanitaria,792690903,USD,
JANX,"Janux Therapeutics, Inc.",13.08,USD,Tecnologia sanitaria,786733325,USD,
RWT,"Redwood Trust, Inc.",6.16,USD,Finanza,780362412,USD,
MPB,"Mid Penn Bancorp, Inc.",33.84,USD,Finanza,779754444,USD,
STKL,SunOpta Inc.,6.43,USD,Beni di consumo non durevoli,776455593,USD,
PKST,Peakstone Realty Trust,20.83,USD,Finanza,774465601,USD,
ARVN,"Arvinas, Inc.",11.99,USD,Tecnologia sanitaria,770049301,USD,
HOV,"Hovnanian Enterprises, Inc. Class A",129.66,USD,Beni di consumo durevoli,766269903,USD,
PHR,"Phreesia, Inc.",12.71,USD,Servizi tecnologici,766247804.9999999,USD,
DC,Dakota Gold Corp,6.1,USD,Minerali non energetici,766148344,USD,
MDXG,"MiMedx Group, Inc.",5.17,USD,Tecnologia sanitaria,765688166.0000001,USD,
IBCP,Independent Bank Corporation,36.97,USD,Finanza,764981482.0000001,USD,
HTB,"HomeTrust Bancshares, Inc.",43.84,USD,Finanza,764746311.0000001,USD,
GDEN,"Golden Entertainment, Inc.",29.16,USD,Servizi al consumatore,763341061.9999999,USD,
SLDP,"Solid Power, Inc. Class A",3.47,USD,Filiera di fabbricazione,757153996,USD,
NXRT,"NexPoint Residential Trust, Inc.",29.73,USD,Finanza,757142979,USD,
CTLP,"Cantaloupe, Inc.",10.27,USD,Servizi commerciali,757106405,USD,
CBRL,"Cracker Barrel Old Country Store, Inc.",33.75,USD,Servizi al consumatore,753573253,USD,
AEVA,"Aeva Technologies, Inc.",12.54,USD,Tecnologia elettronica,753402025,USD,
BFLY,"Butterfly Network, Inc. Class A",2.98,USD,Tecnologia sanitaria,752754286,USD,
GYRE,Gyre Therapeutics Inc,8.28,USD,Tecnologia sanitaria,752572328.9999999,USD,
CBLL,"Ceribell, Inc.",20.22,USD,Tecnologia sanitaria,750074859.9999999,USD,
OIS,"Oil States International, Inc.",12.53,USD,Servizi industriali,748611943,USD,
HRTG,"Heritage Insurance Holdings, Inc.",24.1,USD,Finanza,744965621,USD,
FBRT,"Franklin BSP Realty Trust, Inc.",9.12,USD,Finanza,744252303,USD,
ORRF,"Orrstown Financial Services, Inc.",38.08,USD,Finanza,742513188,USD,
AMN,"AMN Healthcare Services, Inc.",19.32,USD,Servizi commerciali,742154222,USD,
FCBC,First Community Bankshares Inc,40.5,USD,Finanza,741753658.9999999,USD,
VEL,"Velocity Financial, Inc.",19.02,USD,Finanza,739878627,USD,
SHEN,Shenandoah Telecommunications Company,13.47,USD,Comunicazione,739477960.0000001,USD,
CVLG,"Covenant Logistics Group, Inc. Class A",29.51,USD,Trasporti,739142214,USD,
IIIN,"Insteel Industries, Inc.",38.08,USD,Filiera di fabbricazione,738614238,USD,
NRDS,"NerdWallet, Inc. Class A",10.14,USD,Servizi tecnologici,737312160.9999999,USD,
BRSP,BrightSpire Capital Inc,5.73,USD,Finanza,737034105,USD,
KURA,"Kura Oncology, Inc.",8.46,USD,Tecnologia sanitaria,736168197.9999999,USD,
KODK,Eastman Kodak Company,7.63,USD,Filiera di fabbricazione,735532022.9999999,USD,
PSNL,"Personalis, Inc.",8.28,USD,Servizi sanitari,735300009,USD,
MVST,"Microvast Holdings, Inc.",2.24,USD,Filiera di fabbricazione,735129544,USD,
ADAM,"Adamas Trust, Inc.",8.14,USD,Finanza,735105277,USD,
CCBG,"Capital City Bank Group, Inc.",42.99,USD,Finanza,733788805,USD,
MTUS,Metallus Inc.,17.58,USD,Minerali non energetici,732185765,USD,
TRNS,"Transcat, Inc.",78.3,USD,Tecnologia elettronica,730710396,USD,
SMBC,"Southern Missouri Bancorp, Inc.",65.49,USD,Finanza,727481183,USD,
NMAX,Newsmax Inc. Class B,5.62,USD,Servizi al consumatore,725705645,USD,
FULC,"Fulcrum Therapeutics, Inc.",11,USD,Tecnologia sanitaria,725673203,USD,
LXU,"LSB Industries, Inc.",10.04,USD,Industrie di trasformazione,722322814.9999999,USD,
GSBC,"Great Southern Bancorp, Inc.",64.46,USD,Finanza,721259782,USD,
WOOF,"Petco Health & Wellness Company, Inc. Class A",2.56,USD,Vendita al dettaglio,719985491,USD,
DJCO,Daily Journal Corporation,522.52,USD,Servizi al consumatore,719887339,USD,
OPTU,"Optimum Communications, Inc. Class A",1.53,USD,Comunicazione,719763237.0000001,USD,
HIPO,Hippo Holdings Inc,28.39,USD,Finanza,719265753,USD,
NWPX,NWPX Infrastructure Inc.,74.76,USD,Minerali non energetici,718417572,USD,
AVNS,"Avanos Medical, Inc.",15.46,USD,Tecnologia sanitaria,717636307,USD,
FLGT,"Fulgent Genetics, Inc.",23.18,USD,Servizi sanitari,716549248,USD,
BKSY,BlackSky Technology Inc Class A,19.88,USD,Servizi tecnologici,715532848.0000001,USD,
NUTX,Nutex Health Inc,101.08,USD,Servizi sanitari,714829292.9999999,USD,
REPL,"Replimune Group, Inc.",8.64,USD,Tecnologia sanitaria,713427436,USD,
AMSF,"AMERISAFE, Inc.",37.63,USD,Finanza,712125133.0000001,USD,
SMBK,"SmartFinancial, Inc.",41.76,USD,Finanza,711089326,USD,
BVS,"Bioventus, Inc. Class A",8.58,USD,Tecnologia sanitaria,710108383,USD,
ANNX,"Annexon, Inc.",4.9,USD,Tecnologia sanitaria,709171909,USD,
BALY,Bally's Corporation,14.41,USD,Servizi al consumatore,708426373,USD,
SERV,Serve Robotics Inc,9.49,USD,Filiera di fabbricazione,706848231,USD,
CSV,Carriage Services Inc.,44.86,USD,Servizi al consumatore,706329389,USD,
HY,"Hyster-Yale, Inc. Class A",39.66,USD,Filiera di fabbricazione,703332231.0000001,USD,
KRO,"Kronos Worldwide, Inc.",6.1,USD,Industrie di trasformazione,701823996,USD,
CPS,Cooper-Standard Holdings Inc.,39.54,USD,Filiera di fabbricazione,697367414.0000001,USD,
UDMY,"Udemy, Inc.",4.78,USD,Servizi tecnologici,695114843,USD,
SPFI,South Plains Financial Inc,42.46,USD,Finanza,691825273.0000001,USD,
TWI,"Titan International, Inc.",10.81,USD,Filiera di fabbricazione,691315659,USD,
FIP,FTAI Infrastructure Incorporation,5.94,USD,Servizi al consumatore,690789123,USD,
KOP,Koppers Holdings Inc.,35.11,USD,Industrie di trasformazione,688644951.9999999,USD,
SKYH,Sky Harbour Group Corp. Class A,9.03,USD,Finanza,687343140.9999999,USD,
CARS,"Cars.com, Inc.",11.47,USD,Servizi tecnologici,686058229,USD,
HIFS,Hingham Institution for Savings,314.5,USD,Finanza,685688603,USD,
SG,"Sweetgreen, Inc. Class A",5.79,USD,Servizi al consumatore,685382827,USD,
GRNT,"Granite Ridge Resources, Inc.",5.22,USD,Minerali energetici,685131663,USD,
MNRO,"Monro, Inc.",22.79,USD,Vendita al dettaglio,684148101,USD,
WASH,"Washington Trust Bancorp, Inc.",35.935,USD,Finanza,684020415,USD,
LYTS,LSI Industries Inc.,21.97,USD,Filiera di fabbricazione,683996292,USD,
BBW,"Build-A-Bear Workshop, Inc.",52.53,USD,Vendita al dettaglio,680043851,USD,
YEXT,"Yext, Inc.",5.53,USD,Servizi tecnologici,679819634.9999999,USD,
FISI,"Financial Institutions, Inc.",33.74,USD,Finanza,679204675,USD,
ALTI,"AlTi Global, Inc. Class A",4.63,USD,Finanza,679005138.9999999,USD,
ARKO,ARKO Corp,6.07,USD,Vendita al dettaglio,676384845,USD,
LDI,"loanDepot, Inc. Class A",2.02,USD,Finanza,673136563.0000001,USD,
OMDA,"Omada Health, Inc.",11.62,USD,Servizi tecnologici,672891496,USD,
ATEX,Anterix Inc.,35.92,USD,Comunicazione,672885345,USD,
SIBN,"SI-BONE, Inc.",15.48,USD,Tecnologia sanitaria,671696599.0000001,USD,
IIIV,"i3 Verticals, Inc. Class A",22.04,USD,Servizi tecnologici,671687775,USD,
AIP,"Arteris, Inc.",14.73,USD,Tecnologia elettronica,669732752,USD,
NB,NioCorp Developments Ltd.,5.34,USD,Minerali non energetici,669215092,USD,
GDOT,Green Dot Corporation Class A,12.04,USD,Finanza,668805361.9999999,USD,
AOSL,Alpha and Omega Semiconductor Limited,22.38,USD,Tecnologia elettronica,666047221,USD,
HPK,HighPeak Energy Inc,5.3,USD,Minerali energetici,665611639,USD,
TRTX,"TPG RE Finance Trust, Inc.",8.48,USD,Finanza,664442370,USD,
TH,Target Hospitality Corp.,6.63,USD,Servizi al consumatore,661538318,USD,
SHBI,"Shore Bancshares, Inc.",19.71,USD,Finanza,658841365.9999999,USD,
FET,"Forum Energy Technologies, Inc.",57.86,USD,Servizi industriali,658328674,USD,
HSHP,Himalaya Shipping Ltd.,14.09,USD,Trasporti,657298491.167145,USD,
QNST,"QuinStreet, Inc.",11.52,USD,Servizi commerciali,656570197,USD,
JBIO,"Jade Biosciences, Inc.",14.27,USD,Tecnologia sanitaria,656480009,USD,
ASPI,"ASP Isotopes, Inc.",5.2,USD,Tecnologia sanitaria,650572614.0000001,USD,
CNNE,"Cannae Holdings, Inc.",13.2,USD,Servizi al consumatore,650567375.9999999,USD,
BRCB,"Black Rock Coffee Bar, Inc. Class A",12.99,USD,Servizi al consumatore,650224906,USD,
SNDA,"Sonida Senior Living, Inc.",34.63,USD,Servizi sanitari,649991397,USD,
CTO,CTO Realty Growth Inc,19.91,USD,Finanza,648261420,USD,
NXDR,"Nextdoor Holdings, Inc. Class A",1.67,USD,Servizi tecnologici,647656236,USD,
SD,"SandRidge Energy, Inc.",17.61,USD,Minerali energetici,647585698,USD,
ALRS,Alerus Financial Corporation,25.45,USD,Finanza,646361370.9999999,USD,
WYFI,"WhiteFiber, Inc.",16.89,USD,Servizi tecnologici,646211154.9999999,USD,
MAMA,"Mama's Creations, Inc.",15.89,USD,Beni di consumo non durevoli,645981456,USD,
TIPT,Tiptree Inc.,17.06,USD,Finanza,645272886.9999999,USD,
WRLD,World Acceptance Corporation,130.63,USD,Finanza,644904486,USD,
TCMD,"Tactile Systems Technology, Inc.",28.72,USD,Tecnologia sanitaria,644445959,USD,
IRWD,"Ironwood Pharmaceuticals, Inc. Class A",3.96,USD,Tecnologia sanitaria,644207399,USD,
RIGL,"Rigel Pharmaceuticals, Inc.",35.46,USD,Tecnologia sanitaria,643646652,USD,
CATX,"Perspective Therapeutics, Inc.",5.65,USD,Tecnologia sanitaria,643614550,USD,
EMBC,Embecta Corporation,10.73,USD,Tecnologia sanitaria,635429031.0000001,USD,
VPG,"Vishay Precision Group, Inc.",47.85,USD,Tecnologia elettronica,635404148,USD,
DGICA,Donegal Group Inc. Class A,17.39,USD,Finanza,629560137.0000001,USD,
SB,"Safe Bulkers, Inc.",6.15,USD,Trasporti,629319668,USD,
HZO,"MarineMax, Inc.",28.44,USD,Vendita al dettaglio,626459675,USD,
MATV,"Mativ Holdings, Inc.",11.41,USD,Industrie di trasformazione,623911505.0000001,USD,
AMBQ,"Ambiq Micro, Inc.",29.74,USD,Tecnologia elettronica,623159433,USD,
REPX,Riley Exploration Permian Inc,28.3,USD,Minerali energetici,621720034.0000001,USD,
FRGE,"Forge Global Holdings, Inc.",44.62,USD,Servizi tecnologici,617746323,USD,
NPB,"Northpointe Bancshares, Inc.",17.97,USD,Finanza,617532887,USD,
AMC,"AMC Entertainment Holdings, Inc. Class A",1.2,USD,Servizi al consumatore,616663794,USD,
OXM,"Oxford Industries, Inc.",41.34,USD,Beni di consumo non durevoli,615031340,USD,
ASC,Ardmore Shipping Corp.,15.13,USD,Trasporti,614640036,USD,
IVR,Invesco Mortgage Capital Inc.,8.66,USD,Finanza,614388642,USD,
BCAL,California BanCorp,18.96,USD,Finanza,612837432,USD,
RGR,"Sturm, Ruger & Company, Inc.",38.43,USD,Beni di consumo durevoli,612737646,USD,
GOOD,Gladstone Commercial Corporation,12.55,USD,Finanza,611334655,USD,
PGC,Peapack-Gladstone Financial Corporation,34.58,USD,Finanza,607156351,USD,
KE,"Kimball Electronics, Inc.",25.04,USD,Tecnologia elettronica,606321943.0000001,USD,
PSTL,"Postal Realty Trust, Inc. Class A",19.17,USD,Finanza,605477577,USD,
PANL,Pangaea Logistics Solutions Ltd.,9.3,USD,Varie,604255294,USD,
RRBI,"Red River Bancshares, Inc.",89.43,USD,Finanza,604243542,USD,
HSTM,"HealthStream, Inc.",20.35,USD,Servizi tecnologici,603746591,USD,
BBNX,"Beta Bionics, Inc.",13.7,USD,Tecnologia sanitaria,603137442.9999999,USD,
PD,"PagerDuty, Inc.",6.57,USD,Servizi tecnologici,602973605,USD,
ETD,Ethan Allen Interiors Inc.,23.6,USD,Beni di consumo durevoli,600533647,USD,
RDVT,"Red Violet, Inc.",42.61,USD,Servizi tecnologici,600299535,USD,
MGTX,MeiraGTx Holdings Plc,7.45,USD,Tecnologia sanitaria,599657118.9999999,USD,
LBRX,"LB Pharmaceuticals, Inc.",23.7,USD,Tecnologia sanitaria,599588710,USD,
CRSR,"Corsair Gaming, Inc.",5.62,USD,Servizi tecnologici,598952671.0000001,USD,
IDR,Idaho Strategic Resources Inc,38.41,USD,Minerali non energetici,598903077.0000001,USD,
UHT,Universal Health Realty Income Trust,43.14,USD,Finanza,598507877,USD,
CABO,"Cable One, Inc.",105.32,USD,Servizi al consumatore,593496804,USD,
DSP,"Viant Technology, Inc. Class A",9.5,USD,Servizi tecnologici,593119259,USD,
SLS,"SELLAS Life Sciences Group, Inc.",4.15,USD,Tecnologia sanitaria,591135269,USD,
CWCO,Consolidated Water Co. Ltd.,37.09,USD,Utenze,590893270,USD,
